"Name","cluster"
"MEAE_00001543","2"
"MEAE_00001542","1"
"MEAE_00001542","1"
"MEAE_00001546","1"
"MEAE_00001542","2"
"MEAE_00001542","2"
"MEAE_00001549","2"
"MEAE_00001542","1"
"MEAE_00001542","1"
"MEAE_00001551","1"
"MEAE_00001552","1"
"MEAE_00001563","2"
"MEAE_00001561","2"
"MEAE_00001561","2"
"MEAE_00001561","2"
"MEAE_00001567","1"
"MEAE_00001567","1"
"MEAE_00001571","1"
"MEAE_00001591","1"
"MEAE_00001598","1"
"MEAE_00001599","2"
"MEAE_00001600","2"
"MEAE_00001604","2"
"MEAE_00001603","2"
"MEAE_00001616","2"
"MEAE_00001618","2"
"MEAE_00001637","2"
"MEAE_00001638","2"
"MEAE_00001641","1"
"MEAE_00001655","1"
"MEAE_00001656","1"
"MEAE_00001657","1"
"MEAE_00001665","2"
"MEAE_00001665","2"
"MEAE_00001673","1"
"MEAE_00001673","1"
"MEAE_00001674","1"
"MEAE_00001674","1"
"MEAE_00001674","1"
"MEAE_00001676","1"
"MEAE_00001677","1"
"MEAE_00001676","1"
"MEAE_00001677","1"
"MEAE_00001682","1"
"MEAE_00001682","1"
"MEAE_00001683","1"
"MEAE_00001683","1"
"MEAE_00001683","2"
"MEAE_00001684","2"
"MEAE_00001687","1"
"MEAE_00001690","1"
"MEAE_00001690","1"
"MEAE_00001694","1"
"MEAE_00001696","1"
"MEAE_00001696","1"
"MEAE_00001696","1"
"MEAE_00001696","1"
"MEAE_00001696","1"
"MEAE_00001696","1"
"MEAE_00001696","2"
"MEAE_00001698","2"
"MEAE_00001701","2"
"MEAE_00001705","1"
"MEAE_00001706","1"
"MEAE_00001705","1"
"MEAE_00001707","1"
"MEAE_00001705","1"
"MEAE_00001707","1"
"MEAE_00001708","1"
"MEAE_00001708","1"
"MEAE_00001708","1"
"MEAE_00001708","1"
"MEAE_00001709","1"
"MEAE_00001708","1"
"MEAE_00001709","1"
"MEAE_00001708","1"
"MEAE_00001709","1"
"MEAE_00001712","2"
"MEAE_00001712","2"
"MEAE_00001717","2"
"MEAE_00001714","2"
"MEAE_00001722","1"
"MEAE_00001722","2"
"MEAE_00001737","1"
"MEAE_00001742","2"
"MEAE_00001742","1"
"MEAE_00001742","1"
"MEAE_00001742","1"
"MEAE_00001747","1"
"MEAE_00001742","1"
"MEAE_00001747","1"
"MEAE_00001742","2"
"MEAE_00001742","1"
"MEAE_00001751","1"
"MEAE_00001755","1"
"MEAE_00001755","1"
"MEAE_00001767","2"
"MEAE_00001776","2"
"MEAE_00001767","1"
"MEAE_00001785","2"
"MEAE_00001791","1"
"MEAE_00001797","2"
"MEAE_00001801","1"
"MEAE_00001800","1"
"MEAE_00001801","1"
"MEAE_00001800","1"
